dwpf,relh,drct,sknt,alti,vsby,feel,temp_c
35.6,25.13,130.0,5.0,30.15,6.21,71.62,23.000000000000004
35.6,25.13,160.0,7.0,30.15,6.21,71.62,23.000000000000004
44.6,31.62,230.0,3.0,30.12,6.21,75.89,25.0
46.4,30.07,330.0,8.0,30.18,6.21,79.56,26.999999999999996
39.2,25.67,350.0,4.0,30.15,6.21,75.61,25.0
23.0,14.15,170.0,3.0,30.12,6.21,73.08,24.0
28.4,18.8,170.0,6.0,30.06,6.21,71.32,23.000000000000004
23.0,14.15,160.0,4.0,30.06,6.21,73.08,24.0
35.6,22.28,330.0,3.0,30.09,6.21,75.45,25.0
48.2,52.25,350.0,8.0,30.24,6.21,66.2,19.0
35.6,28.39,330.0,4.0,30.24,6.21,69.8,21.0
39.2,28.96,170.0,5.0,30.18,6.21,71.8,23.000000000000004
37.4,23.93,210.0,8.0,30.06,6.21,75.52,25.0
39.2,24.19,280.0,9.0,29.97,6.21,77.52,26.0
30.2,25.88,30.0,5.0,30.06,6.21,66.2,19.0
33.8,24.86,150.0,4.0,30.03,6.21,69.63,21.999999999999996
32.0,26.15,110.0,5.0,30.24,6.21,68.0,20.0
33.8,31.85,10.0,6.0,30.27,6.21,64.4,18.000000000000004
30.2,24.32,0.0,0.0,30.21,6.21,68.0,20.0
35.6,23.66,200.0,5.0,30.12,6.21,73.53,24.0
24.8,12.76,220.0,5.0,30.09,6.21,78.94,26.999999999999996
28.4,13.96,330.0,9.0,30.06,6.21,79.94,28.000000000000004
39.2,27.26,150.0,4.0,30.03,6.21,73.7,24.0
35.6,25.13,130.0,3.0,30.06,6.21,71.62,23.000000000000004
33.8,24.86,350.0,4.0,30.15,6.21,69.63,21.999999999999996
30.2,17.94,200.0,4.0,30.09,6.21,75.24,25.0
24.8,13.54,180.0,4.0,30.03,6.21,77.02,26.0
28.4,13.96,230.0,8.0,29.94,6.21,79.94,28.000000000000004
35.6,32.14,50.0,8.0,30.06,6.21,66.2,19.0
39.2,30.77,170.0,11.0,30.09,6.21,69.91,21.999999999999996
35.6,22.28,230.0,9.0,30.06,6.21,75.45,25.0
33.8,33.93,250.0,8.0,30.03,6.21,62.6,17.0
19.4,22.68,100.0,7.0,30.06,1.24,57.2,14.000000000000002
24.8,23.5,300.0,14.0,30.03,2.49,62.6,17.0
23.0,28.2,340.0,6.0,30.18,6.21,55.4,13.0
19.4,24.21,360.0,8.0,30.36,6.21,55.4,13.0
15.8,18.2,20.0,5.0,30.3,6.21,59.0,15.0
15.8,15.04,340.0,3.0,30.21,6.21,64.4,18.000000000000004
30.2,21.5,150.0,10.0,30.09,3.73,69.47,21.999999999999996
28.4,17.7,190.0,4.0,30.03,6.21,73.25,24.0
32.0,24.59,50.0,3.0,30.03,6.21,69.8,21.0
46.4,71.64,70.0,7.0,30.15,6.21,55.4,13.0
23.0,24.76,320.0,17.0,30.12,4.97,59.0,15.0
15.8,15.04,310.0,11.0,30.15,6.21,64.4,18.000000000000004
15.8,13.27,330.0,5.0,30.27,6.21,68.0,20.0
14.0,11.54,310.0,3.0,30.21,6.21,69.8,21.0
8.6,7.56,350.0,5.0,30.12,6.21,72.78,24.0
15.8,9.23,10.0,2.0,30.12,6.21,76.81,26.0
15.8,11.05,160.0,6.0,30.21,6.21,70.96,23.000000000000004
15.8,9.79,170.0,7.0,30.15,6.21,74.86,25.0
14.0,8.04,180.0,10.0,30.03,6.21,78.25,26.999999999999996
19.4,10.16,170.0,6.0,29.94,6.21,78.56,26.999999999999996
19.4,8.53,180.0,7.0,29.94,4.97,81.94,30.0
24.8,9.04,200.0,8.0,29.97,6.21,86.21,33.0
35.6,18.67,350.0,3.0,30.06,6.21,80.08,28.000000000000004
32.0,20.49,50.0,8.0,30.12,6.21,73.38,24.0
28.4,17.7,0.0,0.0,30.09,6.21,73.25,24.0
28.4,13.96,180.0,9.0,30.03,6.21,79.94,28.000000000000004
28.4,12.44,310.0,10.0,30.03,6.21,82.54,30.0
24.8,14.37,70.0,7.0,30.12,6.21,75.08,25.0
26.6,15.48,0.0,0.0,30.12,6.21,75.13,25.0
24.8,13.54,160.0,5.0,30.0,6.21,77.02,26.0
32.0,14.4,220.0,15.0,29.83,0.62,82.64,30.0
32.0,13.59,280.0,6.0,29.88,6.21,84.08,31.0
33.8,15.48,290.0,8.0,29.88,4.35,82.66,30.0
28.4,10.48,170.0,4.0,29.88,6.21,86.53,33.0
30.2,14.18,10.0,8.0,29.97,1.24,81.26,29.0
19.4,12.9,150.0,4.0,29.97,2.49,71.05,23.000000000000004
44.6,40.29,90.0,5.0,29.97,1.86,69.8,21.0
41.0,25.95,130.0,3.0,30.0,3.73,77.6,26.0
37.4,17.85,180.0,6.0,29.97,4.35,82.73,30.0
33.8,13.8,200.0,8.0,29.97,6.21,85.59,32.0
39.2,25.67,110.0,6.0,29.97,1.86,75.61,25.0
42.8,22.02,230.0,8.0,29.74,4.97,82.95,30.0
28.4,14.81,240.0,18.0,29.68,1.86,78.72,26.999999999999996
21.2,17.81,320.0,3.0,29.88,3.73,66.2,19.0
17.6,17.32,330.0,20.0,30.09,1.86,62.6,17.0
12.2,13.68,320.0,10.0,30.18,6.21,62.6,17.0
14.0,12.27,100.0,3.0,30.06,6.21,68.0,20.0
19.4,10.78,160.0,4.0,29.91,6.21,76.89,26.0
21.2,13.11,340.0,12.0,30.09,6.21,73.04,24.0
23.0,15.03,330.0,12.0,30.06,6.21,71.15,23.000000000000004
17.6,10.59,10.0,2.0,30.0,6.21,74.9,25.0
19.4,7.61,320.0,3.0,29.91,6.21,84.54,32.0
24.8,11.35,350.0,6.0,29.94,6.21,81.0,29.0
28.4,13.96,150.0,7.0,29.94,6.21,79.94,28.000000000000004
26.6,12.97,0.0,0.0,29.91,6.21,79.92,28.000000000000004
21.2,12.35,80.0,4.0,30.03,6.21,74.98,25.0
32.0,23.13,110.0,5.0,30.18,6.21,69.55,21.999999999999996
19.4,11.44,140.0,5.0,30.15,6.21,74.94,25.0
23.0,11.16,150.0,6.0,30.12,6.21,79.67,28.000000000000004
30.2,11.28,220.0,7.0,29.97,6.21,86.71,33.0
33.8,16.39,350.0,10.0,30.09,3.11,81.3,29.0
21.2,10.34,350.0,16.0,30.06,6.21,79.55,28.000000000000004
15.8,8.7,180.0,5.0,30.0,6.21,78.35,26.999999999999996
30.2,14.18,140.0,8.0,29.94,6.21,81.26,29.0
26.6,10.91,190.0,3.0,29.94,4.97,83.69,31.0
28.4,12.44,150.0,6.0,29.91,6.21,82.54,30.0
46.4,35.94,30.0,8.0,29.97,2.49,74.11,24.0
51.8,34.69,140.0,3.0,29.88,3.11,81.2,28.000000000000004
50.0,30.62,340.0,4.0,29.88,3.11,82.24,29.0
57.2,56.88,100.0,8.0,29.91,6.21,73.4,23.000000000000004
57.2,42.25,240.0,2.0,29.91,6.21,82.08,28.000000000000004
51.8,32.73,150.0,5.0,29.94,6.21,82.48,29.0
46.4,26.76,260.0,6.0,29.91,5.59,81.87,29.0
15.8,11.05,20.0,12.0,30.09,4.97,70.96,23.000000000000004
32.0,19.3,130.0,5.0,30.06,3.11,75.31,25.0
48.2,27.03,220.0,5.0,29.97,6.21,83.4,30.0
50.0,34.41,120.0,10.0,30.0,4.97,80.6,26.999999999999996
62.6,57.6,340.0,6.0,30.06,6.21,80.31,26.0
59.0,42.52,120.0,5.0,30.0,4.97,83.92,29.0
50.0,23.04,130.0,5.0,29.91,6.21,90.1,34.0
42.8,14.87,240.0,10.0,29.88,4.35,94.3,37.0
37.4,17.85,50.0,8.0,29.91,6.21,82.73,30.0
33.8,11.67,230.0,18.0,29.77,1.24,89.97,35.0
33.8,19.55,340.0,10.0,29.97,2.49,77.3,26.0
28.4,11.74,290.0,4.0,29.88,6.21,83.84,31.0
30.2,9.55,250.0,12.0,29.74,0.93,90.96,36.0
32.0,12.14,50.0,9.0,29.91,1.86,86.91,33.0
30.2,15.03,10.0,6.0,30.09,6.21,79.97,28.000000000000004
33.8,14.61,100.0,7.0,29.97,3.11,84.1,31.0
33.8,13.05,180.0,12.0,29.94,4.97,87.13,33.0
35.6,11.86,150.0,8.0,29.85,4.35,91.72,36.0
32.0,8.72,190.0,6.0,29.83,3.73,95.74,39.0
30.2,8.11,180.0,15.0,29.83,2.49,95.5,39.0
32.0,9.72,240.0,8.0,29.88,3.73,92.69,37.0
19.4,12.14,10.0,11.0,30.18,1.86,72.99,24.0
17.6,10.59,50.0,6.0,30.03,4.97,74.9,25.0
28.4,12.44,140.0,8.0,30.0,3.73,82.54,30.0
33.8,10.45,160.0,4.0,30.0,4.97,92.94,37.0
33.8,11.04,150.0,6.0,30.0,3.11,91.44,36.0
35.6,17.61,40.0,9.0,30.03,6.21,81.34,29.0
19.4,9.04,350.0,9.0,30.03,4.35,80.68,29.0
21.2,7.77,60.0,4.0,30.06,5.59,85.96,33.0
26.6,8.24,170.0,9.0,29.91,5.59,90.57,36.0
28.4,7.95,240.0,11.0,29.88,6.21,93.77,38.0
23.0,6.02,180.0,13.0,29.85,3.11,94.75,39.0
30.2,8.11,330.0,9.0,29.94,4.35,95.5,39.0
17.6,9.98,20.0,15.0,30.09,1.86,76.85,26.0
21.2,8.7,40.0,6.0,30.0,4.97,83.33,31.0
17.6,5.96,80.0,3.0,30.03,6.21,88.39,35.0
24.8,6.85,140.0,5.0,29.97,3.73,93.4,38.0
28.4,7.14,70.0,5.0,29.91,3.73,96.81,40.0
24.8,6.85,200.0,8.0,29.91,4.97,93.4,38.0
26.6,6.63,180.0,12.0,29.91,3.11,96.6,40.0
30.2,7.68,230.0,7.0,29.88,6.21,97.03,40.0
35.6,9.54,160.0,7.0,29.85,4.97,97.85,40.0
42.8,15.71,0.0,0.0,29.8,6.21,92.57,36.0
32.0,9.21,280.0,12.0,29.77,3.73,94.21,38.0
37.4,10.81,200.0,8.0,29.74,6.21,96.63,39.0
41.0,12.44,270.0,13.0,29.8,4.97,97.39,39.0
42.8,14.87,250.0,14.0,29.83,3.73,94.3,37.0
28.4,8.4,300.0,8.0,29.8,6.21,92.25,37.0
30.2,8.56,220.0,5.0,29.83,6.21,93.98,38.0
23.0,5.71,210.0,6.0,29.88,6.21,96.25,40.0
32.0,7.84,190.0,6.0,29.91,6.21,98.82,41.0
35.6,9.05,140.0,6.0,29.85,4.35,99.42,41.0
32.0,7.84,200.0,9.0,29.88,4.97,98.82,41.0
44.6,15.08,110.0,7.0,29.91,1.24,96.31,38.0
41.0,14.66,70.0,8.0,29.97,3.73,92.39,36.0
35.6,12.53,360.0,10.0,29.91,4.97,90.25,35.0
24.8,6.85,350.0,9.0,29.91,6.21,93.4,38.0
28.4,7.14,330.0,6.0,29.88,4.97,96.81,40.0
32.0,7.43,170.0,7.0,29.8,4.35,100.37,42.0
32.0,7.05,260.0,5.0,29.8,6.21,101.93,43.0
35.6,8.14,200.0,8.0,29.8,4.97,102.57,43.0
37.4,8.74,330.0,6.0,29.8,3.11,102.93,43.0
41.0,11.18,40.0,11.0,29.85,3.73,100.56,41.0
44.6,16.83,350.0,15.0,29.97,0.5,92.79,36.0
41.0,13.87,340.0,5.0,29.91,4.97,94.09,37.0
41.0,11.18,330.0,9.0,29.88,5.59,100.56,41.0
33.8,8.42,340.0,10.0,29.85,6.21,99.1,41.0
23.0,4.87,70.0,2.0,29.83,4.35,100.77,43.0
26.6,5.66,70.0,3.0,29.83,6.21,101.17,43.0
32.0,7.84,150.0,5.0,29.83,5.59,98.82,41.0
30.2,7.29,190.0,8.0,29.83,6.21,98.56,41.0
30.2,6.91,190.0,6.0,29.91,6.21,100.1,42.0
28.4,5.78,330.0,10.0,29.83,3.11,103.03,44.0
24.8,5.53,360.0,12.0,29.83,1.86,99.43,42.0
23.0,5.13,330.0,8.0,29.83,3.73,99.25,42.0
19.4,4.18,50.0,10.0,29.83,6.21,100.43,43.0
30.2,6.56,50.0,15.0,29.8,4.97,101.66,43.0
30.2,7.29,10.0,18.0,29.83,0.93,98.56,41.0
24.8,5.83,340.0,17.0,29.83,0.62,97.92,41.0
26.6,5.96,360.0,15.0,29.74,1.24,99.63,42.0
26.6,5.96,20.0,14.0,29.77,5.59,99.63,42.0
30.2,6.91,50.0,5.0,29.8,4.97,100.1,42.0
30.2,7.29,340.0,14.0,29.77,6.21,98.56,41.0
32.0,7.84,350.0,11.0,29.74,6.21,98.82,41.0
26.6,5.96,350.0,5.0,29.68,6.21,99.63,42.0
26.6,5.66,200.0,10.0,29.65,6.21,101.17,43.0
24.8,4.73,10.0,3.0,29.59,6.21,104.27,45.0
30.2,6.22,340.0,5.0,29.65,6.21,103.29,44.0
26.6,5.66,320.0,8.0,29.68,6.21,101.17,43.0
26.6,5.96,340.0,10.0,29.71,6.21,99.63,42.0
30.2,7.29,20.0,9.0,29.71,6.21,98.56,41.0
35.6,9.54,350.0,5.0,29.74,6.21,97.85,40.0
33.8,8.88,320.0,9.0,29.74,6.21,97.55,40.0
32.0,7.84,80.0,3.0,29.74,6.21,98.82,41.0
30.2,7.68,30.0,4.0,29.71,6.21,97.03,40.0
30.2,8.11,90.0,7.0,29.71,6.21,95.5,39.0
28.4,7.14,330.0,5.0,29.74,6.21,96.81,40.0
32.0,7.84,330.0,12.0,29.8,6.21,98.82,41.0
24.8,5.83,330.0,8.0,29.85,6.21,97.92,41.0
28.4,6.42,340.0,6.0,29.83,6.21,99.86,42.0
28.4,6.77,350.0,15.0,29.83,3.73,98.33,41.0
30.2,7.29,10.0,11.0,29.8,6.21,98.56,41.0
19.4,3.97,320.0,12.0,29.74,6.21,102.04,44.0
24.8,4.73,40.0,5.0,29.74,5.59,104.27,45.0
24.8,4.98,360.0,17.0,29.8,3.73,102.58,44.0
28.4,5.78,330.0,14.0,29.8,3.73,103.03,44.0
32.0,6.69,350.0,15.0,29.74,4.97,103.57,44.0
30.2,5.91,350.0,15.0,29.65,5.59,104.98,45.0
32.0,6.69,350.0,7.0,29.74,6.21,103.57,44.0
32.0,6.69,330.0,11.0,29.68,6.21,103.57,44.0
26.6,5.66,330.0,16.0,29.62,3.73,101.17,43.0
26.6,5.1,340.0,11.0,29.62,6.21,104.49,45.0
30.2,5.91,10.0,8.0,29.65,4.97,104.98,45.0
32.0,6.69,10.0,7.0,29.68,5.59,103.57,44.0
30.2,5.91,360.0,10.0,29.65,6.21,104.98,45.0
30.2,5.91,350.0,10.0,29.65,6.21,104.98,45.0
26.6,5.1,340.0,8.0,29.62,6.21,104.49,45.0
30.2,6.22,340.0,8.0,29.62,6.21,103.29,44.0
26.6,5.96,250.0,5.0,29.65,6.21,99.63,42.0
35.6,8.14,310.0,8.0,29.62,3.73,102.57,43.0
32.0,7.05,250.0,3.0,29.65,5.59,101.93,43.0
24.8,4.98,310.0,4.0,29.65,6.21,102.58,44.0
23.0,4.62,320.0,12.0,29.65,4.35,102.38,44.0
37.4,9.21,30.0,10.0,29.71,6.21,101.34,42.0
32.0,6.69,340.0,14.0,29.68,6.21,103.57,44.0
33.8,7.19,350.0,7.0,29.59,6.21,103.88,44.0
33.8,7.19,350.0,14.0,29.56,4.97,103.88,44.0
41.0,10.06,350.0,6.0,29.68,4.97,103.77,43.0
24.8,4.98,30.0,12.0,29.62,6.21,102.58,44.0
24.8,4.49,320.0,4.0,29.56,6.21,105.48,46.0
39.2,8.9,170.0,4.0,29.62,6.21,104.98,44.0
35.6,6.97,320.0,6.0,29.65,3.73,107.28,46.0
35.6,7.73,100.0,5.0,29.71,3.11,104.21,44.0
30.2,6.22,10.0,7.0,29.71,4.97,103.29,44.0
28.4,5.78,10.0,4.0,29.65,6.21,103.03,44.0
28.4,5.21,340.0,4.0,29.65,6.21,105.98,46.0
35.6,8.14,70.0,10.0,29.65,4.97,102.57,43.0
35.6,7.73,340.0,4.0,29.71,4.97,104.21,44.0
30.2,6.22,80.0,8.0,29.74,3.73,103.29,44.0
35.6,8.14,30.0,7.0,29.74,3.11,102.57,43.0
26.6,5.66,300.0,12.0,29.71,4.35,101.17,43.0
35.6,8.14,340.0,7.0,29.74,4.97,102.57,43.0
35.6,8.14,340.0,9.0,29.77,6.21,102.57,43.0
39.2,9.89,350.0,7.0,29.77,5.59,101.73,42.0
33.8,7.58,300.0,6.0,29.77,6.21,102.24,43.0
39.2,9.89,360.0,7.0,29.74,6.21,101.73,42.0
33.8,7.58,30.0,15.0,29.74,4.97,102.24,43.0
24.8,4.98,350.0,9.0,29.71,6.21,102.58,44.0
33.8,7.58,50.0,11.0,29.74,6.21,102.24,43.0
32.0,6.69,340.0,10.0,29.77,4.35,103.57,44.0
28.4,5.78,10.0,3.0,29.71,4.35,103.03,44.0
26.6,5.1,340.0,7.0,29.71,6.21,104.49,45.0
41.0,10.06,40.0,13.0,29.71,4.97,103.77,43.0
32.0,7.05,30.0,6.0,29.74,6.21,101.93,43.0
28.4,5.78,100.0,7.0,29.74,6.21,103.03,44.0
28.4,5.78,230.0,9.0,29.74,4.35,103.03,44.0
32.0,6.03,350.0,7.0,29.71,4.97,106.57,46.0
33.8,6.83,40.0,5.0,29.74,6.21,105.58,45.0
32.0,7.05,100.0,5.0,29.83,6.21,101.93,43.0
35.6,7.73,80.0,9.0,29.8,6.21,104.21,44.0
33.8,7.19,60.0,12.0,29.77,6.21,103.88,44.0
39.2,8.9,10.0,5.0,29.8,4.35,104.98,44.0
33.8,6.83,10.0,6.0,29.8,3.73,105.58,45.0
33.8,7.99,350.0,8.0,29.8,3.73,100.66,42.0
32.0,7.84,330.0,10.0,29.8,4.35,98.82,41.0
28.4,6.77,340.0,8.0,29.83,6.21,98.33,41.0
44.6,15.08,70.0,8.0,29.83,6.21,96.31,38.0
42.8,13.34,130.0,8.0,29.88,1.86,97.76,39.0
41.0,11.79,130.0,8.0,29.83,4.97,98.97,40.0
37.4,10.25,200.0,5.0,29.83,4.97,98.19,40.0
37.4,10.25,210.0,7.0,29.85,6.21,98.19,40.0
39.2,11.0,260.0,5.0,29.88,6.21,98.56,40.0
41.0,11.79,50.0,8.0,29.88,6.21,98.97,40.0
44.6,13.54,20.0,7.0,29.85,4.35,99.82,40.0
37.4,10.81,110.0,4.0,29.91,6.21,96.63,39.0
35.6,10.07,80.0,7.0,29.91,6.21,96.3,39.0
33.8,8.88,20.0,10.0,29.83,6.21,97.55,40.0
28.4,6.77,220.0,4.0,29.8,6.21,98.33,41.0
30.2,6.91,340.0,6.0,29.85,6.21,100.1,42.0
33.8,7.99,270.0,4.0,29.88,5.59,100.66,42.0
35.6,9.05,310.0,4.0,29.85,4.97,99.42,41.0
35.6,9.05,0.0,0.0,29.83,6.21,99.42,41.0
33.8,8.88,300.0,3.0,29.85,4.97,97.55,40.0
33.8,9.37,90.0,3.0,29.88,6.21,96.01,39.0
32.0,8.27,40.0,7.0,29.91,6.21,97.28,40.0
33.8,9.9,80.0,5.0,29.91,6.21,94.47,38.0
19.4,5.76,20.0,8.0,29.85,5.59,91.49,37.0
24.8,6.85,150.0,3.0,29.88,6.21,93.4,38.0
30.2,7.29,50.0,3.0,29.88,6.21,98.56,41.0
32.0,8.27,0.0,0.0,29.91,6.21,97.28,40.0
30.2,7.68,280.0,9.0,29.88,6.21,97.03,40.0
32.0,7.84,290.0,2.0,29.91,6.21,98.82,41.0
30.2,8.56,180.0,9.0,30.06,6.21,93.98,38.0
32.0,9.72,130.0,5.0,30.12,6.21,92.69,37.0
33.8,9.9,50.0,4.0,30.06,6.21,94.47,38.0
32.0,8.72,10.0,7.0,30.03,6.21,95.74,39.0
33.8,9.9,70.0,7.0,30.03,5.59,94.47,38.0
30.2,8.56,160.0,9.0,29.94,6.21,93.98,38.0
30.2,8.11,190.0,11.0,29.91,4.97,95.5,39.0
32.0,8.72,210.0,7.0,29.94,6.21,95.74,39.0
30.2,7.68,140.0,3.0,29.91,6.21,97.03,40.0
37.4,11.41,0.0,0.0,29.91,5.59,95.08,38.0
42.8,16.6,50.0,4.0,29.97,6.21,90.86,35.0
41.0,14.66,350.0,4.0,30.06,6.21,92.39,36.0
39.2,12.25,210.0,3.0,29.94,6.21,95.43,38.0
33.8,9.9,250.0,8.0,29.94,6.21,94.47,38.0
37.4,11.41,170.0,5.0,29.94,6.21,95.08,38.0
41.0,13.87,210.0,4.0,30.0,6.21,94.09,37.0
42.8,15.71,190.0,6.0,30.03,6.21,92.57,36.0
39.2,12.94,300.0,5.0,30.0,6.21,93.89,37.0
39.2,12.94,220.0,6.0,30.03,5.59,93.89,37.0
39.2,12.94,230.0,6.0,29.97,5.59,93.89,37.0
39.2,14.44,150.0,5.0,29.94,6.21,90.57,35.0
35.6,13.25,330.0,4.0,30.0,6.21,88.76,34.0
48.2,24.11,130.0,4.0,30.03,1.24,86.44,32.0
55.4,29.72,0.0,0.0,30.03,2.8,89.53,33.0
50.0,23.04,0.0,0.0,30.0,6.21,90.1,34.0
46.4,19.04,120.0,3.0,29.91,5.59,91.29,35.0
50.0,23.04,160.0,6.0,29.91,5.59,90.1,34.0
42.8,17.55,160.0,7.0,29.85,5.59,89.17,34.0
42.8,18.56,170.0,15.0,29.91,1.86,87.52,33.0
42.8,18.56,170.0,10.0,29.97,4.97,87.52,33.0
46.4,21.29,290.0,5.0,30.0,6.21,87.86,33.0
51.8,30.9,140.0,6.0,30.03,3.73,83.87,30.0
57.2,44.8,140.0,7.0,30.06,6.21,80.81,26.999999999999996
53.6,33.01,160.0,8.0,30.03,5.59,84.18,30.0
57.2,39.86,160.0,8.0,30.06,6.21,84.2,29.0
53.6,33.01,170.0,6.0,30.03,6.21,84.18,30.0
50.0,23.04,200.0,5.0,29.94,6.21,90.1,34.0
46.4,20.13,210.0,8.0,29.94,6.21,89.55,34.0
48.2,30.35,90.0,4.0,30.03,4.97,80.8,28.000000000000004
57.2,39.86,170.0,12.0,29.91,4.97,84.2,29.0
35.6,14.83,250.0,10.0,29.85,6.21,85.62,32.0
48.2,34.13,50.0,9.0,29.94,5.59,78.8,26.0
39.2,27.26,50.0,8.0,30.15,6.21,73.7,24.0
30.2,19.05,350.0,6.0,30.24,6.21,73.32,24.0
30.2,16.9,350.0,3.0,30.15,6.21,77.17,26.0
33.8,18.42,350.0,6.0,30.12,6.21,78.88,26.999999999999996
37.4,21.25,120.0,6.0,30.09,5.59,79.02,26.999999999999996
26.6,12.97,140.0,5.0,29.91,5.59,79.92,28.000000000000004
51.8,39.02,0.0,0.0,29.97,6.21,78.8,26.0
48.2,38.46,90.0,6.0,30.09,6.21,75.2,24.0
46.4,40.57,70.0,6.0,30.09,6.21,70.37,21.999999999999996
41.0,31.05,70.0,3.0,30.09,6.21,71.9,23.000000000000004
39.2,27.26,0.0,0.0,30.12,6.21,73.7,24.0
35.6,22.28,160.0,5.0,30.06,5.59,75.45,25.0
59.0,82.62,130.0,10.0,30.0,1.24,64.4,18.000000000000004
59.0,88.0,310.0,2.0,30.15,2.49,62.6,17.0
59.0,68.55,120.0,4.0,30.18,2.49,69.8,21.0
59.0,53.8,0.0,0.0,30.12,4.97,77.0,25.0
55.4,41.97,240.0,4.0,30.09,6.21,80.53,26.999999999999996
60.8,57.36,0.0,0.0,30.12,4.97,77.0,25.0
57.2,50.43,170.0,6.0,30.12,5.59,77.0,25.0
50.0,34.41,170.0,7.0,30.09,5.59,80.6,26.999999999999996
44.6,26.49,240.0,5.0,30.06,5.59,80.5,28.000000000000004
48.2,34.13,130.0,8.0,30.12,4.35,78.8,26.0
55.4,53.29,70.0,6.0,30.12,6.21,73.4,23.000000000000004
33.8,29.92,90.0,6.0,30.12,6.21,66.2,19.0
33.8,41.13,60.0,4.0,30.18,4.97,57.2,14.000000000000002
15.8,19.42,240.0,12.0,30.27,3.73,57.2,14.000000000000002
17.6,19.68,300.0,9.0,30.27,6.21,59.0,15.0
19.4,19.94,320.0,5.0,30.21,6.21,60.8,16.0
21.2,18.96,0.0,0.0,30.21,6.21,64.4,18.000000000000004
24.8,18.3,140.0,3.0,30.15,6.21,69.8,21.0
24.8,16.2,160.0,5.0,30.06,6.21,71.2,23.000000000000004
33.8,22.02,160.0,8.0,29.97,4.97,73.46,24.0
39.2,28.96,260.0,11.0,30.0,6.21,71.8,23.000000000000004
30.2,25.88,330.0,11.0,30.15,6.21,66.2,19.0
37.4,36.74,330.0,8.0,30.21,6.21,64.4,18.000000000000004
35.6,30.2,130.0,7.0,30.12,4.97,68.0,20.0
41.0,29.23,260.0,7.0,30.09,6.21,73.79,24.0
35.6,28.39,90.0,7.0,30.15,4.97,69.8,21.0
39.2,27.26,170.0,7.0,30.12,6.21,73.7,24.0
39.2,39.43,40.0,10.0,30.18,6.21,64.4,18.000000000000004
32.0,31.56,40.0,8.0,30.27,6.21,62.6,17.0
35.6,30.2,140.0,10.0,30.15,6.21,68.0,20.0
53.6,63.82,140.0,4.0,30.06,4.35,66.2,19.0
46.4,81.74,340.0,4.0,30.18,3.11,51.8,10.999999999999998
37.4,47.44,350.0,10.0,30.27,6.21,57.2,14.000000000000002
33.8,38.56,30.0,3.0,30.3,6.21,59.0,15.0
41.0,48.0,140.0,5.0,30.33,5.59,60.8,16.0
48.2,49.1,140.0,7.0,30.21,5.59,68.0,20.0
44.6,33.57,190.0,10.0,29.88,4.97,74.0,24.0
55.4,64.04,130.0,9.0,30.0,1.86,68.0,20.0
46.4,33.85,180.0,8.0,29.97,6.21,75.99,25.0
37.4,32.43,30.0,8.0,30.12,6.21,68.0,20.0
32.0,35.87,10.0,10.0,30.27,6.21,59.0,15.0
28.4,30.98,140.0,6.0,30.24,6.21,59.0,15.0
32.0,26.15,180.0,6.0,30.12,6.21,68.0,20.0
39.2,25.67,340.0,7.0,30.09,5.59,75.61,25.0
41.0,31.05,210.0,3.0,30.15,4.97,71.9,23.000000000000004
41.0,27.53,170.0,6.0,30.03,6.21,75.69,25.0
46.4,33.85,260.0,12.0,30.0,4.97,75.99,25.0
35.6,34.22,60.0,10.0,30.15,4.97,64.4,18.000000000000004
28.4,25.6,10.0,5.0,30.21,6.21,64.4,18.000000000000004
32.0,31.56,160.0,3.0,30.12,4.97,62.6,17.0
37.4,32.43,330.0,4.0,30.15,6.21,68.0,20.0
39.2,32.72,0.0,0.0,30.09,6.21,69.8,21.0
41.0,29.23,150.0,2.0,30.06,6.21,73.79,24.0
24.8,14.37,10.0,6.0,30.09,6.21,75.08,25.0
35.6,25.13,150.0,3.0,30.09,6.21,71.62,23.000000000000004
32.0,19.3,160.0,8.0,30.03,6.21,75.31,25.0
33.8,19.55,180.0,5.0,30.0,6.21,77.3,26.0
37.4,30.49,40.0,5.0,30.12,4.97,69.8,21.0
44.6,35.66,150.0,5.0,30.18,6.21,72.12,23.000000000000004
33.8,24.86,160.0,10.0,30.09,6.21,69.63,21.999999999999996
33.8,19.55,170.0,6.0,30.0,6.21,77.3,26.0
44.6,26.49,240.0,10.0,29.97,6.21,80.5,28.000000000000004
39.2,34.8,30.0,7.0,30.03,6.21,68.0,20.0
30.2,27.55,130.0,7.0,30.06,6.21,64.4,18.000000000000004
28.4,29.06,80.0,8.0,30.06,6.21,60.8,16.0
30.2,33.35,50.0,2.0,30.18,6.21,59.0,15.0
12.2,20.2,350.0,11.0,30.3,6.21,51.8,10.999999999999998
-0.4,9.34,330.0,9.0,30.33,6.21,57.2,14.000000000000002
14.0,14.81,360.0,4.0,30.24,6.21,62.6,17.0
15.8,14.13,0.0,0.0,30.24,6.21,66.2,19.0
21.2,15.73,150.0,5.0,30.12,6.21,69.8,21.0
33.8,23.39,230.0,3.0,30.12,6.21,71.54,23.000000000000004
23.0,19.22,0.0,0.0,30.3,6.21,66.2,19.0
21.2,16.74,130.0,5.0,30.24,6.21,68.0,20.0
17.6,11.94,180.0,9.0,30.0,6.21,71.0,23.000000000000004
37.4,21.25,240.0,9.0,29.94,4.97,79.02,26.999999999999996
