dwpf,relh,drct,sknt,alti,vsby,feel,temp_c
46.4,35.94,150.0,7.0,30.06,6.21,75.2,24.0
51.8,41.42,170.0,12.0,30.0,3.11,77.0,25.0
51.8,39.02,180.0,6.0,30.0,6.21,78.8,26.0
55.4,68.15,70.0,4.0,30.09,5.59,66.2,19.0
60.8,82.74,150.0,6.0,30.12,1.86,66.2,19.0
57.2,56.88,160.0,9.0,30.03,3.11,73.4,23.000000000000004
53.6,39.3,170.0,9.0,30.06,6.21,80.29,26.999999999999996
57.2,44.8,160.0,8.0,30.0,6.21,80.81,26.999999999999996
55.4,41.97,170.0,10.0,29.91,6.21,80.53,26.999999999999996
37.4,25.4,330.0,12.0,29.97,6.21,75.2,24.0
41.0,35.09,330.0,6.0,30.18,6.21,69.8,21.0
39.2,30.77,350.0,5.0,30.18,6.21,71.6,21.999999999999996
44.6,31.62,210.0,3.0,30.09,6.21,77.0,25.0
39.2,28.96,350.0,9.0,30.12,6.21,73.4,23.000000000000004
48.2,46.16,340.0,3.0,30.12,6.21,69.8,21.0
39.2,30.77,130.0,4.0,30.12,6.21,71.6,21.999999999999996
42.8,33.29,220.0,3.0,30.12,6.21,73.4,23.000000000000004
46.4,35.94,150.0,2.0,30.09,6.21,75.2,24.0
32.0,21.76,170.0,10.0,30.06,6.21,73.4,23.000000000000004
32.0,19.3,190.0,7.0,30.03,6.21,77.0,25.0
37.4,22.54,240.0,7.0,30.03,6.21,78.8,26.0
50.0,49.37,90.0,3.0,30.09,6.21,69.8,21.0
48.2,52.25,70.0,7.0,30.18,4.97,66.2,19.0
46.4,48.83,80.0,6.0,30.21,6.21,66.2,19.0
42.8,40.0,110.0,4.0,30.21,6.21,68.0,20.0
44.6,37.89,150.0,3.0,30.15,6.21,71.6,21.999999999999996
46.4,35.94,160.0,3.0,30.03,6.21,75.2,24.0
42.8,33.29,360.0,7.0,29.97,6.21,73.4,23.000000000000004
37.4,34.51,40.0,8.0,30.21,6.21,66.2,19.0
15.8,17.07,50.0,5.0,30.24,6.21,60.8,16.0
24.8,23.5,80.0,4.0,30.21,6.21,62.6,17.0
44.6,45.6,120.0,5.0,30.15,6.21,66.2,19.0
50.0,67.54,150.0,6.0,30.15,3.11,60.8,16.0
42.8,40.0,140.0,5.0,30.12,6.21,68.0,20.0
44.6,42.85,160.0,6.0,30.09,6.21,68.0,20.0
51.8,59.74,170.0,5.0,30.06,4.97,66.2,19.0
51.8,49.64,140.0,3.0,30.15,6.21,71.6,21.999999999999996
51.8,46.71,110.0,2.0,30.09,4.35,73.4,23.000000000000004
42.8,40.0,140.0,6.0,30.06,6.21,68.0,20.0
42.8,37.61,160.0,5.0,30.12,6.21,69.8,21.0
44.6,37.89,170.0,6.0,30.15,6.21,71.6,21.999999999999996
44.6,42.85,140.0,5.0,30.12,6.21,68.0,20.0
48.2,71.83,50.0,4.0,30.15,1.86,57.2,14.000000000000002
48.2,55.63,140.0,5.0,30.15,3.73,64.4,18.000000000000004
48.2,52.25,150.0,4.0,30.18,6.21,66.2,19.0
41.0,35.09,330.0,6.0,30.21,6.21,69.8,21.0
26.6,22.33,320.0,8.0,30.21,6.21,66.2,19.0
23.0,16.98,320.0,7.0,30.15,6.21,69.8,21.0
32.0,21.76,190.0,7.0,29.97,6.21,73.4,23.000000000000004
28.4,16.67,260.0,8.0,29.97,6.21,77.0,25.0
41.0,31.05,160.0,4.0,29.94,6.21,73.4,23.000000000000004
41.0,27.53,280.0,11.0,29.94,6.21,77.0,25.0
44.6,31.62,0.0,0.0,30.03,6.21,77.0,25.0
35.6,28.39,130.0,6.0,30.09,6.21,69.8,21.0
32.0,17.14,210.0,13.0,30.0,4.97,78.82,26.999999999999996
24.8,23.5,350.0,15.0,30.27,4.35,62.6,17.0
12.2,14.58,350.0,8.0,30.24,6.21,60.8,16.0
28.4,25.6,20.0,4.0,30.21,6.21,64.4,18.000000000000004
32.0,24.59,160.0,3.0,30.15,6.21,69.8,21.0
23.0,15.03,170.0,5.0,30.12,6.21,73.4,23.000000000000004
39.2,25.67,120.0,2.0,30.12,6.21,77.0,25.0
28.4,17.7,160.0,9.0,30.12,6.21,75.2,24.0
33.8,19.55,150.0,8.0,30.0,4.35,78.8,26.0
32.0,16.17,220.0,8.0,29.97,6.21,80.0,28.000000000000004
30.2,22.86,20.0,8.0,30.09,4.97,69.8,21.0
39.2,30.77,120.0,3.0,30.15,6.21,71.6,21.999999999999996
33.8,23.39,100.0,5.0,30.18,6.21,73.4,23.000000000000004
30.2,19.05,140.0,6.0,30.18,6.21,75.2,24.0
33.8,20.74,140.0,6.0,30.09,6.21,77.0,25.0
32.0,17.14,160.0,9.0,30.0,6.21,78.82,26.999999999999996
32.0,17.14,170.0,15.0,29.91,3.11,78.82,26.999999999999996
48.2,46.16,330.0,10.0,29.97,5.59,69.8,21.0
37.4,30.49,320.0,12.0,30.06,6.21,69.8,21.0
42.8,42.57,10.0,9.0,30.27,6.21,66.2,19.0
37.4,26.98,360.0,9.0,30.24,6.21,73.4,23.000000000000004
41.0,27.53,340.0,5.0,30.12,6.21,77.0,25.0
28.4,15.71,350.0,8.0,30.03,6.21,78.8,26.0
39.2,22.81,290.0,2.0,30.0,6.21,79.1,26.999999999999996
39.2,24.19,150.0,2.0,30.03,6.21,78.8,26.0
33.8,17.38,160.0,6.0,30.09,6.21,80.03,28.000000000000004
32.0,16.17,180.0,7.0,30.03,6.21,80.0,28.000000000000004
26.6,11.55,170.0,12.0,29.88,6.21,82.39,30.0
28.4,11.74,180.0,13.0,29.8,4.35,83.84,31.0
51.8,43.97,260.0,11.0,29.91,4.35,75.2,24.0
21.2,18.96,40.0,9.0,30.15,6.21,64.4,18.000000000000004
42.8,58.52,90.0,6.0,30.18,6.21,57.2,14.000000000000002
50.0,67.54,110.0,9.0,30.12,6.21,60.8,16.0
50.0,49.37,130.0,7.0,30.12,6.21,69.8,21.0
39.2,32.72,120.0,8.0,30.12,6.21,69.8,21.0
41.0,31.05,160.0,6.0,29.91,6.21,73.4,23.000000000000004
33.8,26.43,340.0,13.0,30.06,6.21,69.8,21.0
26.6,17.46,350.0,8.0,30.06,6.21,73.4,23.000000000000004
30.2,20.23,360.0,5.0,30.06,6.21,73.4,23.000000000000004
26.6,13.75,170.0,14.0,29.88,3.73,78.68,26.999999999999996
37.4,21.25,250.0,8.0,29.94,6.21,79.02,26.999999999999996
33.8,20.74,20.0,10.0,30.09,6.21,77.0,25.0
32.0,19.3,80.0,9.0,30.06,6.21,77.0,25.0
39.2,18.09,160.0,10.0,29.88,6.21,84.22,31.0
24.8,14.37,350.0,13.0,30.12,4.97,77.0,25.0
28.4,17.7,20.0,7.0,30.15,6.21,75.2,24.0
32.0,17.14,350.0,5.0,30.03,6.21,78.82,26.999999999999996
35.6,15.7,230.0,7.0,29.91,6.21,84.12,31.0
44.6,18.8,350.0,2.0,29.97,4.97,89.34,34.0
30.2,14.18,90.0,8.0,30.06,6.21,81.26,29.0
24.8,10.72,170.0,12.0,29.94,6.21,82.26,30.0
26.6,8.24,210.0,19.0,29.71,0.62,90.57,36.0
35.6,22.28,40.0,8.0,30.0,0.75,77.0,25.0
39.2,24.19,150.0,4.0,29.97,2.49,78.8,26.0
28.4,11.74,160.0,9.0,29.88,2.49,83.84,31.0
37.4,14.23,190.0,6.0,29.88,4.97,88.83,34.0
30.2,9.04,220.0,13.0,29.83,3.11,92.46,37.0
30.2,9.04,240.0,13.0,29.85,4.97,92.46,37.0
44.6,21.04,120.0,5.0,29.91,6.21,86.07,32.0
32.0,15.25,50.0,8.0,30.03,6.21,81.28,29.0
35.6,13.25,350.0,5.0,29.91,6.21,88.76,34.0
32.0,10.85,310.0,11.0,29.97,4.35,89.71,35.0
39.2,12.94,230.0,5.0,29.91,6.21,93.89,37.0
32.0,9.21,210.0,12.0,29.88,6.21,94.21,38.0
35.6,10.63,190.0,7.0,29.83,6.21,94.76,38.0
33.8,10.45,160.0,10.0,29.88,4.35,92.94,37.0
37.4,12.05,340.0,14.0,29.97,4.97,93.54,37.0
19.4,12.14,10.0,13.0,30.12,3.11,75.2,24.0
23.0,12.55,10.0,12.0,30.09,6.21,78.8,26.0
37.4,18.91,60.0,4.0,30.0,6.21,81.38,29.0
39.2,14.44,170.0,5.0,29.91,6.21,90.57,35.0
39.2,12.25,180.0,5.0,29.88,6.21,95.43,38.0
35.6,10.63,230.0,5.0,29.88,6.21,94.76,38.0
26.6,11.55,360.0,17.0,30.0,2.17,82.39,30.0
26.6,14.59,10.0,9.0,30.09,6.21,78.8,26.0
23.0,11.83,20.0,11.0,30.12,6.21,78.8,26.999999999999996
26.6,10.91,330.0,6.0,30.12,6.21,83.69,31.0
39.2,15.27,60.0,3.0,30.09,6.21,88.92,34.0
33.8,9.9,60.0,2.0,29.88,6.21,94.47,38.0
30.2,8.56,200.0,9.0,29.77,6.21,93.98,38.0
32.0,9.72,210.0,6.0,29.8,5.59,92.69,37.0
30.2,9.04,190.0,13.0,29.85,4.97,92.46,37.0
50.0,20.62,160.0,6.0,29.85,6.21,93.71,36.0
41.0,13.14,270.0,10.0,29.83,4.35,95.79,38.0
50.0,25.79,100.0,6.0,29.88,4.97,86.7,32.0
35.6,15.7,40.0,11.0,30.0,6.21,84.12,31.0
26.6,10.3,20.0,11.0,30.0,6.21,85.02,32.0
41.0,20.54,350.0,2.0,30.06,6.21,82.86,30.0
32.0,10.85,320.0,9.0,30.03,6.21,89.71,35.0
33.8,11.04,350.0,7.0,30.03,6.21,91.44,36.0
35.6,11.23,340.0,8.0,29.91,6.21,93.23,37.0
41.0,12.44,330.0,4.0,29.91,6.21,97.39,39.0
44.6,15.08,100.0,4.0,29.94,6.21,96.31,38.0
35.6,10.63,180.0,5.0,29.94,6.21,94.76,38.0
32.0,9.21,90.0,6.0,29.91,6.21,94.21,38.0
32.0,9.21,150.0,6.0,29.91,6.21,94.21,38.0
37.4,12.05,170.0,8.0,29.88,6.21,93.54,37.0
44.6,15.08,170.0,5.0,29.83,6.21,96.31,38.0
39.2,13.66,360.0,13.0,29.91,6.21,92.23,36.0
51.8,22.04,330.0,2.0,30.0,6.21,94.12,36.0
28.4,8.4,320.0,13.0,29.88,6.21,92.25,37.0
33.8,10.45,310.0,6.0,29.88,6.21,92.94,37.0
33.8,9.9,290.0,12.0,29.77,6.21,94.47,38.0
37.4,12.73,330.0,12.0,29.77,3.73,92.04,36.0
39.2,13.66,350.0,6.0,29.77,6.21,92.23,36.0
30.2,9.04,330.0,9.0,29.85,6.21,92.46,37.0
33.8,9.37,340.0,9.0,29.91,6.21,96.01,39.0
37.4,9.72,320.0,6.0,29.85,6.21,99.76,41.0
39.2,11.6,340.0,7.0,29.88,6.21,96.99,39.0
42.8,14.87,140.0,5.0,29.91,6.21,94.3,37.0
37.4,10.25,20.0,2.0,29.83,6.21,98.19,40.0
42.8,13.34,230.0,10.0,29.85,6.21,97.76,39.0
41.0,11.18,180.0,7.0,29.8,6.21,100.56,41.0
39.2,10.43,170.0,6.0,29.8,6.21,100.14,41.0
42.8,11.98,180.0,5.0,29.74,6.21,101.02,41.0
42.8,11.98,160.0,3.0,29.77,5.59,101.02,41.0
32.0,7.84,120.0,14.0,29.77,4.35,98.82,41.0
32.0,7.84,180.0,12.0,29.77,4.35,98.82,41.0
37.4,9.21,140.0,4.0,29.8,6.21,101.34,42.0
42.8,11.37,80.0,10.0,29.83,6.21,102.63,42.0
39.2,9.89,160.0,4.0,29.85,6.21,101.73,42.0
33.8,7.99,160.0,6.0,29.85,6.21,100.66,42.0
32.0,7.05,230.0,8.0,29.8,4.97,101.93,43.0
37.4,8.74,200.0,7.0,29.74,6.21,102.93,43.0
32.0,7.43,160.0,11.0,29.83,6.21,100.37,42.0
39.2,8.9,310.0,7.0,29.77,4.35,104.98,44.0
39.2,11.0,350.0,7.0,29.91,6.21,98.56,40.0
37.4,9.21,360.0,8.0,29.85,6.21,101.34,42.0
44.6,10.96,300.0,6.0,29.8,6.21,106.44,44.0
55.4,16.39,90.0,2.0,29.83,6.21,110.7,44.0
42.8,10.24,350.0,5.0,29.85,6.21,105.91,44.0
48.2,13.24,350.0,3.0,29.85,6.21,105.97,43.0
41.0,10.6,30.0,7.0,29.8,6.21,102.16,42.0
33.8,7.58,10.0,10.0,29.8,6.21,102.24,43.0
39.2,8.9,10.0,7.0,29.83,6.21,104.98,44.0
50.0,12.76,30.0,3.0,29.8,6.21,110.03,45.0
41.0,8.61,150.0,4.0,29.74,6.21,108.59,46.0
39.2,7.63,340.0,5.0,29.74,6.21,109.49,47.0
35.6,7.73,40.0,11.0,29.83,6.21,104.21,44.0
35.6,8.58,10.0,11.0,29.8,6.21,100.98,42.0
50.0,13.44,50.0,3.0,29.74,6.21,108.33,44.0
35.6,8.58,360.0,11.0,29.74,6.21,100.98,42.0
30.2,6.91,350.0,18.0,29.74,2.49,100.1,42.0
30.2,7.29,350.0,18.0,29.8,0.62,98.56,41.0
28.4,7.14,10.0,21.0,29.8,0.5,96.81,40.0
32.0,7.84,10.0,20.0,29.77,2.49,98.82,41.0
32.0,6.69,310.0,12.0,29.71,6.21,103.57,44.0
35.6,8.14,340.0,13.0,29.74,6.21,102.57,43.0
30.2,7.29,330.0,18.0,29.83,4.97,98.56,41.0
30.2,7.68,340.0,16.0,29.77,3.11,97.03,40.0
24.8,5.53,350.0,16.0,29.74,6.21,99.43,42.0
26.6,5.96,10.0,15.0,29.77,6.21,99.63,42.0
33.8,7.99,30.0,12.0,29.8,6.21,100.66,42.0
35.6,8.14,50.0,10.0,29.8,6.21,102.57,43.0
32.0,7.05,30.0,14.0,29.8,4.35,101.93,43.0
35.6,8.14,10.0,11.0,29.8,6.21,102.57,43.0
21.2,4.51,50.0,16.0,29.71,1.86,100.59,43.0
48.2,12.56,260.0,2.0,29.71,6.21,107.65,44.0
33.8,7.19,160.0,8.0,29.74,6.21,103.88,44.0
48.2,11.93,100.0,2.0,29.77,6.21,109.34,45.0
48.2,12.56,30.0,3.0,29.77,6.21,107.65,44.0
41.0,9.07,140.0,5.0,29.77,6.21,107.12,45.0
39.2,8.45,320.0,7.0,29.74,4.97,106.68,45.0
33.8,6.49,30.0,7.0,29.68,5.59,106.91,46.0
35.6,6.97,320.0,9.0,29.68,6.21,107.28,46.0
33.8,6.83,360.0,8.0,29.68,6.21,105.58,45.0
37.4,8.3,320.0,7.0,29.68,6.21,104.58,44.0
33.8,7.58,50.0,12.0,29.68,6.21,102.24,43.0
42.8,10.24,130.0,4.0,29.71,6.21,105.91,44.0
33.8,6.83,20.0,12.0,29.71,6.21,105.58,45.0
35.6,6.97,340.0,8.0,29.68,6.21,107.28,46.0
44.6,9.89,320.0,5.0,29.62,6.21,109.67,46.0
44.6,9.89,60.0,5.0,29.62,6.21,109.67,46.0
41.0,7.78,350.0,6.0,29.62,6.21,111.36,48.0
44.6,10.41,70.0,4.0,29.59,6.21,108.13,45.0
42.8,10.24,360.0,7.0,29.59,6.21,105.91,44.0
48.2,11.93,330.0,5.0,29.56,6.21,109.34,45.0
42.8,10.78,90.0,7.0,29.62,6.21,104.25,43.0
60.8,24.57,100.0,9.0,29.62,6.21,105.66,40.0
64.4,31.07,110.0,6.0,29.65,6.21,103.66,38.0
59.0,21.85,50.0,12.0,29.62,6.21,106.72,41.0
39.2,8.45,350.0,11.0,29.59,6.21,106.68,45.0
60.8,19.89,70.0,3.0,29.59,6.21,113.87,44.0
59.0,17.71,360.0,7.0,29.59,6.21,114.63,45.0
42.8,9.23,350.0,11.0,29.56,6.21,109.11,46.0
46.4,11.15,60.0,7.0,29.59,6.21,108.71,45.0
42.8,10.24,60.0,15.0,29.62,6.21,105.91,44.0
41.0,9.07,20.0,16.0,29.65,4.35,107.12,45.0
37.4,7.11,350.0,10.0,29.53,6.21,109.03,47.0
41.0,8.61,50.0,10.0,29.53,4.97,108.59,46.0
46.4,11.15,330.0,6.0,29.59,6.21,108.71,45.0
53.6,13.84,10.0,3.0,29.56,6.21,113.36,46.0
46.4,11.74,160.0,7.0,29.62,6.21,107.02,44.0
42.8,9.72,350.0,7.0,29.59,6.21,107.61,45.0
35.6,7.73,40.0,7.0,29.62,6.21,104.21,44.0
48.2,11.93,330.0,3.0,29.71,6.21,109.34,45.0
35.6,7.73,340.0,11.0,29.77,6.21,104.21,44.0
42.8,10.24,320.0,5.0,29.74,6.21,105.91,44.0
39.2,8.45,310.0,9.0,29.65,6.21,106.68,45.0
51.8,13.64,270.0,3.0,29.65,6.21,110.79,45.0
48.2,12.56,230.0,5.0,29.71,6.21,107.65,44.0
35.6,7.73,10.0,13.0,29.77,6.21,104.21,44.0
41.0,10.06,70.0,7.0,29.74,6.21,103.77,43.0
41.0,9.55,40.0,7.0,29.71,6.21,105.43,44.0
37.4,7.48,330.0,12.0,29.74,6.21,107.68,46.0
35.6,6.97,70.0,6.0,29.71,6.21,107.28,46.0
41.0,9.07,40.0,10.0,29.71,6.21,107.12,45.0
42.8,10.78,20.0,6.0,29.71,6.21,104.25,43.0
44.6,11.55,340.0,7.0,29.77,6.21,104.78,43.0
44.6,10.96,340.0,3.0,29.71,6.21,106.44,44.0
35.6,8.14,310.0,11.0,29.65,6.21,102.57,43.0
48.2,13.95,320.0,5.0,29.65,6.21,104.23,42.0
50.0,14.92,330.0,4.0,29.65,6.21,104.8,42.0
55.4,17.27,40.0,3.0,29.74,6.21,108.82,43.0
53.6,15.35,340.0,4.0,29.77,6.21,109.83,44.0
37.4,8.3,310.0,13.0,29.71,6.21,104.58,44.0
44.6,11.55,150.0,6.0,29.71,6.21,104.78,43.0
48.2,13.24,150.0,5.0,29.8,6.21,105.97,43.0
41.0,10.06,350.0,7.0,29.77,6.21,103.77,43.0
33.8,7.19,350.0,15.0,29.71,3.11,103.88,44.0
26.6,5.37,20.0,16.0,29.65,4.35,102.8,44.0
37.4,8.74,10.0,8.0,29.62,6.21,102.93,43.0
46.4,13.04,140.0,5.0,29.74,6.21,103.71,42.0
35.6,8.14,160.0,8.0,29.77,6.21,102.57,43.0
30.2,6.56,70.0,11.0,29.8,6.21,101.66,43.0
48.2,13.24,340.0,4.0,29.77,6.21,105.97,43.0
50.0,13.44,0.0,0.0,29.71,6.21,108.33,44.0
42.8,10.78,20.0,4.0,29.74,6.21,104.25,43.0
33.8,7.99,50.0,12.0,29.77,6.21,100.66,42.0
41.0,10.6,120.0,5.0,29.8,6.21,102.16,42.0
35.6,8.14,350.0,11.0,29.83,6.21,102.57,43.0
30.2,6.56,20.0,15.0,29.77,4.35,101.66,43.0
35.6,9.05,10.0,12.0,29.83,6.21,99.42,41.0
35.6,9.54,330.0,12.0,29.83,6.21,97.85,40.0
28.4,7.53,360.0,13.0,29.77,6.21,95.28,39.0
35.6,9.54,360.0,6.0,29.77,6.21,97.85,40.0
42.8,13.34,360.0,8.0,29.77,6.21,97.76,39.0
39.2,11.0,330.0,11.0,29.8,6.21,98.56,40.0
37.4,11.41,10.0,13.0,29.83,6.21,95.08,38.0
33.8,9.9,10.0,10.0,29.8,6.21,94.47,38.0
37.4,11.41,20.0,8.0,29.77,6.21,95.08,38.0
39.2,11.0,350.0,11.0,29.8,6.21,98.56,40.0
37.4,10.81,70.0,8.0,29.85,6.21,96.63,39.0
41.0,13.14,50.0,9.0,29.91,6.21,95.79,38.0
35.6,10.07,320.0,10.0,29.85,6.21,96.3,39.0
37.4,11.41,350.0,9.0,29.83,6.21,95.08,38.0
44.6,13.54,190.0,6.0,29.77,6.21,99.82,40.0
53.6,18.95,0.0,0.0,29.83,6.21,102.31,40.0
35.6,10.07,50.0,10.0,29.88,6.21,96.3,39.0
44.6,15.93,40.0,5.0,29.91,6.21,94.55,37.0
32.0,10.27,320.0,15.0,29.85,6.21,91.19,36.0
33.8,11.67,50.0,11.0,29.77,6.21,89.97,35.0
37.4,12.73,150.0,4.0,29.83,6.21,92.04,36.0
48.2,18.25,80.0,4.0,29.83,6.21,95.17,37.0
48.2,15.52,70.0,4.0,29.8,6.21,100.65,40.0
48.2,15.52,0.0,0.0,29.83,6.21,100.65,40.0
37.4,10.25,360.0,7.0,29.83,6.21,98.19,40.0
42.8,14.08,80.0,7.0,29.83,6.21,96.04,38.0
48.2,17.28,120.0,5.0,29.85,6.21,97.0,38.0
44.6,15.08,110.0,6.0,29.85,6.21,96.31,38.0
44.6,15.08,100.0,7.0,29.88,6.21,96.31,38.0
41.0,13.87,90.0,8.0,29.91,6.21,94.09,37.0
37.4,11.41,60.0,9.0,29.97,6.21,95.08,38.0
37.4,10.81,360.0,6.0,29.94,6.21,96.63,39.0
35.6,11.23,350.0,8.0,29.97,6.21,93.23,37.0
39.2,13.66,70.0,5.0,29.91,6.21,92.23,36.0
42.8,14.87,90.0,4.0,29.94,6.21,94.3,37.0
42.8,14.87,30.0,4.0,30.0,6.21,94.3,37.0
35.6,10.63,30.0,9.0,29.94,6.21,94.76,38.0
39.2,11.6,360.0,7.0,29.91,6.21,96.99,39.0
41.0,13.14,10.0,6.0,29.91,6.21,95.79,38.0
44.6,17.78,50.0,6.0,29.97,6.21,91.06,35.0
48.2,20.38,0.0,0.0,30.0,4.97,91.56,35.0
37.4,10.81,320.0,9.0,29.97,6.21,96.63,39.0
46.4,21.29,60.0,4.0,30.06,6.21,87.86,33.0
50.0,24.37,40.0,3.0,30.09,6.21,88.36,33.0
50.0,23.04,140.0,4.0,30.03,6.21,90.1,34.0
39.2,13.66,240.0,7.0,29.94,6.21,92.23,36.0
42.8,16.6,360.0,4.0,29.97,6.21,90.86,35.0
46.4,21.29,170.0,7.0,29.97,4.97,87.86,33.0
44.6,17.78,170.0,6.0,29.97,6.21,91.06,35.0
33.8,11.67,210.0,10.0,30.0,6.21,89.97,35.0
42.8,18.56,170.0,10.0,30.06,6.21,87.52,33.0
51.8,27.56,150.0,6.0,30.15,6.21,87.0,32.0
44.6,22.27,150.0,7.0,30.18,6.21,84.53,31.0
46.4,22.53,220.0,3.0,30.12,4.97,86.24,32.0
46.4,21.29,20.0,3.0,30.03,6.21,87.86,33.0
41.0,16.37,340.0,5.0,30.03,5.59,89.03,34.0
39.2,15.27,340.0,6.0,30.03,6.21,88.92,34.0
50.0,28.9,0.0,0.0,30.0,6.21,83.62,30.0
39.2,17.09,260.0,4.0,29.94,6.21,85.73,32.0
42.8,22.02,330.0,5.0,29.91,6.21,82.95,30.0
39.2,20.29,340.0,4.0,30.03,6.21,81.44,29.0
48.2,30.35,160.0,3.0,30.12,6.21,80.8,28.000000000000004
46.4,26.76,190.0,3.0,30.06,6.21,81.87,29.0
33.8,14.61,210.0,12.0,29.91,3.73,84.1,31.0
32.0,13.59,240.0,8.0,30.0,6.21,84.08,31.0
44.6,29.79,80.0,6.0,30.12,6.21,78.8,26.0
48.2,30.35,120.0,3.0,30.09,6.21,80.8,28.000000000000004
42.8,23.33,180.0,3.0,30.0,6.21,81.61,29.0
41.0,20.54,250.0,9.0,29.88,3.73,82.86,30.0
46.4,31.9,10.0,9.0,30.03,6.21,78.8,26.0
48.2,34.13,350.0,4.0,30.09,6.21,78.8,26.0
42.8,27.81,140.0,6.0,29.94,6.21,78.8,26.0
39.2,20.29,170.0,9.0,29.83,6.21,81.44,29.0
44.6,22.27,210.0,5.0,29.88,6.21,84.53,31.0
41.0,18.33,220.0,12.0,30.0,6.21,85.82,32.0
53.6,41.69,30.0,9.0,30.09,4.35,78.8,26.0
42.8,31.34,80.0,5.0,30.09,6.21,75.2,24.0
42.8,24.72,160.0,7.0,30.06,6.21,80.39,28.000000000000004
42.8,22.02,200.0,7.0,30.06,6.21,82.95,30.0
44.6,24.99,330.0,7.0,30.12,6.21,81.73,29.0
37.4,22.54,360.0,6.0,30.15,6.21,78.8,26.0
35.6,19.79,340.0,7.0,30.15,6.21,78.94,26.999999999999996
35.6,17.61,330.0,7.0,30.09,6.21,81.34,29.0
33.8,18.42,180.0,7.0,30.0,6.21,78.88,26.999999999999996
33.8,17.38,210.0,7.0,29.97,6.21,80.03,28.000000000000004
41.0,33.0,350.0,7.0,30.18,6.21,71.6,21.999999999999996
39.2,28.96,0.0,0.0,30.15,6.21,73.4,23.000000000000004
39.2,24.19,190.0,5.0,30.06,6.21,78.8,26.0
37.4,20.04,320.0,9.0,30.09,6.21,80.14,28.000000000000004
41.0,27.53,360.0,3.0,30.15,6.21,77.0,25.0
42.8,27.81,170.0,4.0,30.12,6.21,78.8,26.0
41.0,21.76,320.0,4.0,30.15,6.21,81.52,29.0
35.6,26.71,340.0,6.0,30.24,6.21,71.6,21.999999999999996
42.8,35.37,20.0,3.0,30.21,6.21,71.6,21.999999999999996
33.8,23.39,340.0,8.0,30.21,6.21,73.4,23.000000000000004
24.8,17.22,320.0,5.0,30.18,6.21,71.6,21.999999999999996
32.0,21.76,160.0,3.0,30.06,6.21,73.4,23.000000000000004
42.8,35.37,160.0,6.0,30.06,6.21,71.6,21.999999999999996
33.8,19.55,160.0,5.0,30.03,6.21,78.8,26.0
41.0,27.53,180.0,9.0,30.03,6.21,77.0,25.0
39.2,22.81,180.0,7.0,30.0,6.21,79.1,26.999999999999996
44.6,28.08,170.0,5.0,30.03,6.21,79.42,26.999999999999996
46.4,31.9,180.0,8.0,30.03,6.21,78.8,26.0
37.4,25.4,360.0,12.0,30.09,4.97,75.2,24.0
24.8,20.72,20.0,6.0,30.15,6.21,66.2,19.0
32.0,24.59,150.0,4.0,30.03,6.21,69.8,21.0
42.8,27.81,200.0,8.0,29.94,6.21,78.8,26.0
41.0,39.72,60.0,9.0,30.09,6.21,66.2,19.0
41.0,58.27,30.0,7.0,30.18,6.21,55.4,13.0
37.4,41.71,20.0,4.0,30.15,6.21,60.8,16.0
39.2,32.72,160.0,9.0,30.06,6.21,69.8,21.0
35.6,36.45,160.0,4.0,30.12,3.73,62.6,17.0
50.0,46.43,200.0,8.0,29.97,6.21,71.6,21.999999999999996
55.4,82.37,100.0,7.0,30.09,3.73,60.8,16.0
59.0,93.79,130.0,5.0,30.0,1.24,60.8,16.0
60.8,64.69,260.0,7.0,29.85,6.21,73.4,23.000000000000004
48.2,63.15,330.0,10.0,30.0,6.21,60.8,16.0
44.6,51.72,320.0,11.0,30.15,6.21,62.6,17.0
35.6,34.22,320.0,14.0,30.18,6.21,64.4,18.000000000000004
37.4,34.51,330.0,10.0,30.18,6.21,66.2,19.0
32.0,27.83,30.0,4.0,30.15,6.21,66.2,19.0
41.0,35.09,200.0,2.0,30.12,6.21,69.8,21.0
35.6,25.13,150.0,4.0,30.09,6.21,73.4,23.000000000000004
30.2,17.94,160.0,6.0,30.03,6.21,77.0,25.0
44.6,31.62,220.0,5.0,30.09,6.21,77.0,25.0
51.8,34.69,10.0,2.0,30.06,6.21,81.2,28.000000000000004
41.0,23.07,150.0,7.0,29.97,6.21,80.29,28.000000000000004
39.2,22.81,160.0,5.0,29.83,6.21,79.1,26.999999999999996
53.6,63.82,290.0,2.0,29.91,1.86,66.2,19.0
42.8,37.61,230.0,8.0,29.85,6.21,69.8,21.0
48.2,43.42,100.0,3.0,29.97,6.21,71.6,21.999999999999996
55.4,87.83,70.0,3.0,30.03,2.49,59.0,15.0
35.6,38.85,120.0,5.0,30.09,6.21,60.8,16.0
35.6,30.2,320.0,9.0,30.12,6.21,68.0,20.0
15.8,22.13,340.0,10.0,30.36,6.21,53.6,12.0
24.8,28.48,10.0,2.0,30.18,6.21,57.2,14.000000000000002
26.6,20.98,170.0,4.0,30.06,6.21,68.0,20.0
33.8,22.02,240.0,5.0,30.06,6.21,75.2,24.0
37.4,25.4,130.0,5.0,30.06,6.21,75.2,24.0
37.4,20.04,170.0,11.0,29.94,6.21,80.14,28.000000000000004
41.0,29.23,290.0,9.0,30.06,6.21,75.2,24.0
24.8,26.7,360.0,8.0,30.24,2.8,59.0,15.0
