relh,drct,sknt,alti,vsby,dewpoint_c,feel_c,temp_c
30.53,310,8,29.77,6.21,16,36.29444444,36
36.63,340,6,29.77,6.21,18,36.25555556,35
25.41,340,7,29.65,3.73,14,36.53333333,37
25.93,350,8,29.68,6.21,16,39.76111111,39
29.17,330,3,29.68,6.21,17,39.16666667,38
16.15,320,4,29.65,6.21,8,35.90555556,38
18.48,360,10,29.77,6.21,10,36.34444444,38
24.32,60,10,29.8,6.21,15,39.23333333,39
27.1,360,9,29.83,6.21,15,36.95555556,37
43.88,330,9,29.74,6.21,20,36.48333333,34
32.54,280,11,29.68,6.21,17,36.82222222,36
30.26,280,11,29.71,6.21,15,34.72777778,35
41.23,310,5,29.74,6.21,19,35.75,34
37.815,315,6.5,29.8,6.21,18.5,36.58888889,35
32.27,350,9,29.8,3.73,16,35.16666667,35
30.8,340,9,29.74,6.21,17,37.98888889,37
25.67,330,9,29.71,6.21,15,38.09444444,38
33.08,300,4,29.62,6.21,19,40.54444444,38
24.32,310,6,29.65,1.86,15,39.23333333,39
22.79,300,7,29.68,6.21,14,38.76666667,39
20.24,330,5,29.65,3.73,13,39.45,40
16.59,350,9,29.71,6.21,10,38.41111111,40
13.24,330,9,29.74,6.21,9,41.09444444,43
11.55,330,11,29.71,6.21,7,40.43333333,43
21.85,280,9,29.65,6.21,15,41.51111111,41
24.82,260,11,29.68,6.21,17,42.72222222,41
28.9,290,13,29.8,6.21,16,37.43888889,37
32.54,310,7,29.83,6.21,17,36.82222222,36
21.11,340,9,29.74,6.21,12,36.91111111,38
23.81,330,6,29.74,6.21,13,36.16111111,37
22.54,310,8,29.77,6.21,13,37.25555556,38
29.17,290,8,29.83,6.21,17,39.16666667,38
36.9,330,9,29.8,6.21,19,38.11111111,36
30.8,330,10,29.8,6.21,17,37.98888889,37
19.52,330,6,29.85,6.21,10,35.31111111,37
36.63,330,7,29.83,6.21,18,36.25555556,35
34.11,340,7,29.74,6.21,16,34.06666667,34
30.53,330,8,29.68,6.21,16,36.29444444,36
30.8,350,9,29.71,6.21,17,37.98888889,37
34.93,340,9,29.77,3.73,19,39.32222222,37
25.41,310,10,29.77,6.21,14,36.53333333,37
32.27,280,10,29.74,6.21,16,35.16666667,35
41.23,260,3,29.8,6.21,19,35.75,34
30.53,360,12,29.8,6.21,16,36.29444444,36
32.54,350,9,29.8,6.21,17,36.82222222,36
28.9,30,14,29.83,6.21,16,37.43888889,37
27.1,20,12,29.77,6.21,15,36.95555556,37
27.1,310,11,29.77,6.21,15,36.95555556,37
44.14,20,8,29.83,6.21,21,38.53888889,35
39,30,11,29.83,6.21,19,36.92222222,35
36.35,10,14,29.8,6.21,17,34.55555556,34
38.73,330,12,29.77,6.21,18,35.11111111,34
38.73,330,10,29.74,6.21,18,35.11111111,34
38.73,10,6,29.77,6.21,18,35.11111111,34
43.61,350,8,29.83,6.21,19,34.60555556,33
36.08,310,11,29.85,6.21,16,33,33
34.11,10,8,29.91,6.21,16,34.06666667,34
25.67,360,6,29.88,6.21,15,38.09444444,38
44.14,340,9,29.85,6.21,21,38.53888889,35
45.88,330,8,29.94,6.21,18,31.85,31
37.9,360,12,29.91,6.21,15,30.62222222,31
33.84,340,6,29.83,6.21,15,32.6,33
25.41,210,10,29.77,6.21,14,36.53333333,37
28.63,240,5,29.83,6.21,15,35.83333333,36
35.81,290,9,29.85,6.21,15,31.58888889,32
40.41,290,11,29.88,6.21,16,30.97222222,31
40.69,350,8,29.88,6.21,17,32.4,32
35.81,350,12,29.85,6.21,15,31.58888889,32
29.99,30,12,29.91,6.21,14,33.28333333,34
28.63,10,9,29.91,6.21,15,35.83333333,36
26.84,30,13,29.88,3.73,14,35.42777778,36
30.26,310,12,29.83,6.21,15,34.72777778,35
33.84,280,9,29.83,6.21,15,32.6,33
39.86,250,9,29.88,6.21,14,28.59444444,29
39.86,360,12,29.97,6.21,14,28.59444444,29
42.8,20,7,29.91,6.21,16,30.02777778,30
42.52,280,6,29.88,6.21,15,28.84444444,29
37.9,320,8,29.88,6.21,15,30.62222222,31
37.9,350,8,29.85,6.21,15,30.62222222,31
43.07,310,9,29.85,6.21,17,31.37777778,31
40.14,310,11,29.83,6.21,15,29.70555556,30
42.52,310,6,29.85,6.21,15,28.84444444,29
42.25,340,7,29.94,6.21,14,27.82222222,28
42.25,340,9,29.97,6.21,14,27.82222222,28
39.58,340,9,29.91,3.73,13,27.63888889,28
42.25,360,11,29.88,6.21,14,27.82222222,28
37.62,10,10,29.85,6.21,14,29.42777778,30
42.52,20,12,29.91,6.21,15,28.84444444,29
42.8,10,13,29.94,6.21,16,30.02777778,30
33.29,20,17,29.94,6.21,13,30.06111111,31
29.45,30,12,29.85,6.21,12,30.75555556,32
26.05,20,12,29.74,6.21,11,31.49444444,33
22.78,20,12,29.85,6.21,9,31.16111111,33
25.79,60,10,29.94,6.21,10,30.38888889,32
29.45,30,8,29.94,6.21,12,30.75555556,32
18.56,300,6,30,6.21,6,30.84444444,33
28.9,330,6,30,6.21,10,28.67777778,30
39.3,320,3,30.03,6.21,12,26.82777778,27
41.97,320,7,30.09,6.21,13,26.96111111,27
36.79,10,10,30.12,6.21,11,26.71111111,27
36.79,320,8,30.12,6.21,11,26.71111111,27
41.97,20,11,30.06,6.21,13,26.96111111,27
41.97,360,8,30.09,6.21,13,26.96111111,27
40.355,185,11.5,30.045,6.21,11.5,26,26
41.97,340,9,29.94,6.21,13,26.96111111,27
41.97,30,10,29.97,6.21,13,26.96111111,27
25.52,50,9,29.94,6.21,9,29.37222222,31
25.79,300,4,29.85,3.73,10,30.38888889,32
51.21,300,9,29.88,3.73,17,28.56111111,28
39.86,250,3,29.97,6.21,14,28.59444444,29
22.78,220,15,29.88,6.21,9,31.16111111,33
23.59,220,16,29.94,6.21,7,28.37222222,30
39.3,300,5,30.03,6.21,12,26.82777778,27
34.97,10,7,30.06,6.21,12,28.2,29
41.97,20,16,30.06,6.21,13,26.96111111,27
54.3,30,15,30,6.21,17,27.68888889,27
45.34,20,12,29.91,6.21,16,29.12777778,29
42.52,350,8,29.88,3.73,15,28.84444444,29
39.86,40,11,29.91,6.21,14,28.59444444,29
37.62,20,8,30,3.73,14,29.42777778,30
41.97,360,9,30,3.73,13,26.96111111,27
44.25,50,10,29.94,6.21,12,25,25
44.25,50,9,29.88,6.21,12,25,25
39.3,330,7,29.94,3.73,12,26.82777778,27
44.8,350,3,29.94,1.86,14,27.11666667,27
53.8,300,5,29.94,3.73,15,25,25
57.12,300,6,29.97,2.49,15,24,24
53.8,310,6,30,3.73,15,25,25
57.12,300,7,30.06,6.21,15,24,24
46.71,320,10,30,6.21,11,23,23
38.18,240,15,29.8,6.21,8,23,23
56.13,230,8,29.88,3.73,11,20,20
60.44,230,8,30.09,3.73,14,22,22
50.17,0,0,30.12,2.49,13,24,24
46.98,50,3,30,6.21,12,24,24
38.74,70,5,29.97,6.21,10,25,25
41.42,70,5,30.06,6.21,11,25,25
23.07,130,3,30.06,6.21,5,26.82777778,28
19.15,290,3,30.03,3.73,4,28.21666667,30
19.64,330,4,30,1.86,6,29.96111111,32
20.29,230,11,29.97,2.49,4,27.46666667,29
53.03,280,11,30.03,6.21,12,22,22
37.61,10,4,30.09,6.21,6,21,21
43.42,40,8,30.12,6.21,9,22,22
33,200,4,29.94,6.21,5,22,22
42.85,240,14,29.97,1.86,7,20,20
49.37,0,0,30.09,6.21,10,21,21
52.25,190,8,29.94,1.24,9,19,19
39.72,240,22,30,1.24,5,19,19
46.16,310,3,30.21,3.73,9,21,21
27.26,30,9,30.03,6.21,4,24,24
46.71,360,3,30,1.24,11,23,23
72.92,360,4,30,1.86,15,20,20
73.09,330,5,30,2.49,16,21,21
56.13,300,10,29.88,3.73,11,20,20
34.51,240,13,29.97,6.21,3,19,19
42.57,240,7,30.03,6.21,6,19,19
51.98,300,5,30.09,6.21,8,18,18
32.14,230,18,29.97,3.73,2,19,19
45.32,220,16,29.94,3.73,6,18,18
49.45,250,16.5,30.06,6.21,4.5,15,15
51.72,190,10.5,30.195,3.73,7,17,17
48.83,230,5,30.15,6.21,8,19,19
59.26,280,7,30.09,3.73,9,17,17
51.72,340,7,30.15,6.21,7,17,17
32.14,20,7,30.18,6.21,2,19,19
39.72,50,10,30.12,6.21,5,19,19
48.83,20,9,30.12,3.73,8,19,19
48.83,0,0,30.03,6.21,8,19,19
37.03,220,11,29.97,3.73,4,19,19
51.98,180,11,29.85,6.21,8,18,18
51.98,190,9,29.83,6.21,8,18,18
59.26,0,0,29.94,6.21,9,17,17
59.74,290,2,30.03,3.73,11,19,19
68.15,240,7,30.12,2.49,13,19,19
45.6,290,4,30.18,6.21,7,19,19
48.83,290,2,30.15,6.21,8,19,19
40,120,2,30.03,6.21,6,20,20
59.5,350,3,30,1.24,10,18,18
45.88,0,0,29.94,1.86,8,20,20
32.14,230,17,29.88,3.73,2,19,19
42,200,9,29.88,6.21,4,17,17
22.59,180,14,29.94,6.21,-2,20,20
24.32,210,9,29.94,6.21,-1,20,20
39.72,250,7,29.97,6.21,5,19,19
58.77,250,11,30,3.73,7,15,15
41.71,250,14,29.97,6.21,3,16,16
51.72,240,11,29.94,3.73,7,17,17
47.44,20,8,30.18,6.21,3,14,14
33.64,260,4,30.21,6.21,0,16,16
35.87,300,13,30.18,6.21,0,15,15
33.05,340,6,30.36,6.21,-2,14,14
35.87,110,5,30.24,6.21,0,15,15
36.16,290,9,30.09,3.73,1,16,16
48.28,270,13,30.03,3.73,6,17,17
35.87,250,3,30.12,6.21,0,15,15
31.28,250,14,30.06,6.21,-1,16,16
50.08,190,5,30.06,3.73,1,11,11
58.27,220,10,30.21,6.21,5,13,13
47.72,240,6,30.21,6.21,4,15,15
48,230,7,30.15,3.73,5,16,16
34.22,230,11,30,6.21,2,18,18
63.15,250,11,29.88,3.73,9,16,16
45.32,190,9,30.06,6.21,6,18,18
30.2,200,8,29.91,6.21,2,20,20
31.85,210,11,29.85,6.21,1,18,18
51.72,270,10,29.94,3.73,7,17,17
45.04,270,11,30.18,6.21,5,17,17
48.55,330,2,30.24,3.73,7,18,18
24.86,280,9,30.15,6.21,1,22,22
23.39,230,7,30.03,6.21,1,23,23
31.85,280,11,29.97,6.21,1,18,18
44.76,270,10,30.06,6.21,4,16,16
42.28,10,8,30.18,6.21,5,18,18
30.49,60,10,30.18,6.21,3,21,21
55.88,20,7,30.12,3.73,10,19,19
42.57,340,8,30.09,6.21,6,19,19
42.28,350,6,30.12,6.21,5,18,18
45.32,20,10,30.12,6.21,6,18,18
48.55,30,8,29.88,6.21,7,18,18
55.63,10,4,29.85,3.73,9,18,18
76.98,240,12,29.94,3.73,11,15,15
45.6,90,4,30.18,6.21,7,19,19
35.37,0,0,30.09,3.73,6,22,22
27.26,240,2,29.91,6.21,4,24,24
23.93,230,2,29.77,3.73,3,25,25
45.04,220,24,29.88,6.21,5,17,17
45.32,260,16,30,6.21,6,18,18
37.03,320,8,30.12,6.21,4,19,19
37.32,320,3,30.15,6.21,5,20,20
32.72,20,8,30.09,6.21,4,21,21
23.66,10,9,30.06,6.21,2,24,24
16.39,210,9,29.77,2.49,1,27.38888889,29
34.51,260,15,29.97,6.21,3,19,19
37.03,350,3,30.03,6.21,4,19,19
28.96,50,8,29.91,6.21,4,23,23
10.72,250,21,29.65,1.24,-4,27.92222222,30
40.57,40,8,29.91,6.21,8,22,22
22.02,80,8,29.74,6.21,1,24,24
52.77,310,12,29.8,3.73,11,21,21
28.11,250,23,29.85,6.21,1,20,20
41.42,300,11,30.09,6.21,2,15,15
30.98,330,12,30.15,6.21,-2,15,15
38.56,10,12,30.18,6.21,1,15,15
33.05,350,11,30.24,6.21,-2,14,14
38.56,360,12,30.3,6.21,1,15,15
27.27,30,6,30.24,6.21,-2,17,17
29.63,350,3,30.21,6.21,0,18,18
42.85,340,8,30.12,6.21,7,20,20
39.72,20,10,30.09,6.21,5,19,19
39.43,20,14,30,6.21,4,18,18
51.18,20,11,29.97,6.21,5,15,15
33.93,340,6,29.97,2.49,1,17,17
27.55,250,14,30,6.21,-1,18,18
41.71,250,11,30.06,6.21,3,16,16
42.28,290,10,30.15,6.21,5,18,18
17.22,20,6,30.27,6.21,-4,22,22
30.77,350,8,30.27,6.21,4,22,22
30.77,30,16,30.21,6.21,4,22,22
36.22,340,6,29.94,3.73,9,25,25
19.79,330,6,29.94,3.73,2,26.07777778,27
9.04,70,6,29.97,6.21,-7,27.04444444,29
9.56,290,8,29.88,3.73,-4,29.37777778,32
16.15,330,4,29.91,3.11,4,30.72222222,33
12.44,40,17,29.94,3.73,-2,28.07777778,30
9.04,60,17,29.94,6.21,-4,30.11666667,33
4.09,270,3,29.85,3.73,-10,34.52222222,39
9.55,280,10,29.88,3.73,-1,32.75555556,36
8.56,220,8,29.85,3.73,-1,34.43333333,38
17.61,240,7,29.83,2.49,2,27.41111111,29
24.72,30,8,29.85,6.21,6,26.88333333,28
34.69,360,10,29.85,6.21,11,27.33333333,28
20.04,350,9,29.91,6.21,3,26.74444444,28
35.37,360,9,29.97,6.21,6,22,22
33.57,10,10,29.91,6.21,7,24,24
27.53,10,12,29.91,6.21,5,25,25
26.76,20,14,29.91,6.21,8,27.70555556,29
8.87,50,9,29.83,6.21,-5,29.30555556,32
6.15,200,11,29.65,2.49,-4,35.78888889,40
13.8,200,3,29.65,3.73,1,29.77222222,32
22.81,270,12,29.91,6.21,4,26.16666667,27
38.46,340,8,30,6.21,9,24,24
31.9,10,15,29.94,6.21,8,26,26
38.74,20,10,29.83,6.21,10,25,25
24.99,340,9,29.71,6.21,7,27.62777778,29
23.59,330,11,29.74,6.21,7,28.37222222,30
29.18,20,11,29.8,1.24,11,29.66111111,31
22.53,10,10,29.8,6.21,8,30.13333333,32
18.09,30,9,29.8,6.21,4,29.01111111,31
18.09,30,9,29.8,6.21,4,29.01111111,31
9.55,30,6,29.68,6.21,-1,32.75555556,36
25.52,300,12,29.8,6.21,9,29.37222222,31
25.26,310,2,29.88,6.21,8,28.45555556,30
13.8,350,5,29.8,6.21,1,29.77222222,32
22.53,230,20,29.74,2.49,8,30.13333333,32
36.51,300,10,29.94,6.21,10,26,26
29.79,310,12,29.97,6.21,7,26,26
28.08,300,6,29.91,6.21,7,26.34444444,27
20.04,30,8,29.91,6.21,3,26.74444444,28
7.05,50,9,29.88,6.21,-8,29.13888889,32
14.02,250,17,29.83,3.73,2,30.65,33
23.59,70,5,29.94,6.21,7,28.37222222,30
23.33,250,4,30,6.21,6,27.56111111,29
23.33,20,11,30.06,6.21,6,27.56111111,29
21.625,40,13.5,29.94,6.21,6.5,29.16111111,31
27.03,40,16,29.88,3.73,9,28.55555556,30
30.62,360,10,30,6.21,10,27.91111111,29
30.35,20,10,30.03,6.21,9,27.11111111,28
23.85,30,9,29.94,6.21,8,29.26666667,31
22.53,30,11,29.91,6.21,8,30.13333333,32
16.37,20,11,29.91,6.21,5,31.68333333,34
11.86,300,4,29.83,6.21,2,33.17777778,36
38.605,275,8.5,29.88,6.21,13.5,28.48888889,29
26.76,280,9,29.85,6.21,8,27.70555556,29
17.09,290,12,29.83,6.21,4,29.85,32
21.29,310,8,29.88,6.21,8,31.03333333,33
27.56,20,9,29.94,6.21,11,30.55555556,32
24.37,360,16,29.94,6.21,10,31.31111111,33
23.3,30,15,29.83,6.21,11,33.47777778,35
20.38,10,10,29.8,6.21,9,33.08888889,35
13.87,20,8,29.83,6.21,5,34.49444444,37
11.41,340,9,29.83,6.21,3,35.04444444,38
28.1,340,8,29.83,3.73,13,32.97222222,34
33.29,310,8,29.8,6.21,13,30.06111111,31
29.45,270,8,29.74,6.21,12,30.75555556,32
16.37,270,5,29.8,6.21,5,31.68333333,34
20.38,340,9,29.83,6.21,9,33.08888889,35
21.79,330,8,29.8,6.21,10,33.27222222,35
31.72,360,8,29.8,6.21,14,32.25555556,33
24.89,300,9,29.74,6.21,12,33.72777778,35
22.04,320,8,29.8,6.21,11,34.51111111,36
13.54,230,5,29.77,6.21,7,37.67777778,40
17.28,350,8,29.83,6.21,9,36.11111111,38
8.74,280,5,29.74,6.21,3,39.40555556,43
27.83,300,9,29.77,6.21,12,31.71111111,33
35.53,290,8,29.8,6.21,14,30.32222222,31
27.83,300,8,29.83,6.21,12,31.71111111,33
33.84,360,7,29.85,6.21,15,32.6,33
31.72,10,12,29.83,6.21,14,32.25555556,33
34.11,350,11,29.8,6.21,16,34.06666667,34
31.72,340,8,29.77,6.21,14,32.25555556,33
26.05,330,7,29.83,6.21,11,31.49444444,33
31.72,340,9,29.85,6.21,14,32.25555556,33
31.45,300,11,29.8,6.21,13,30.98888889,32
29.99,300,12,29.71,6.21,14,33.28333333,34
22.04,10,10,29.77,6.21,11,34.51111111,36
25.41,300,8,29.74,6.21,14,36.53333333,37
36.08,360,8,29.8,6.21,16,33,33
26.58,350,11,29.8,6.21,13,34.01111111,35
28.1,270,13,29.8,6.21,13,32.97222222,34
33.84,330,6,29.71,6.21,15,32.6,33
27.205,320,4.5,29.74,6.21,12.5,32.83611111,34
33.84,270,8,29.74,6.21,15,32.6,33
23.04,350,7,29.74,6.21,10,32.27777778,34
26.58,330,5,29.74,6.21,13,34.01111111,35
23.55,300,8,29.68,6.21,12,34.77222222,36
23.55,260,11,29.71,6.21,12,34.77222222,36
16.83,310,5,29.74,6.21,7,33.77222222,36
15.49,290,9,29.74,6.21,5,32.61111111,35
18.8,220,3,29.77,6.21,7,31.85555556,34
40.96,300,9,29.74,6.21,18,33.99444444,33
30.26,350,9,29.71,6.21,15,34.72777778,35
40.96,310,4,29.68,6.21,18,33.99444444,33
38.18,10,7,29.77,6.21,16,31.96666667,32
40.96,10,10,29.83,6.21,18,33.99444444,33
36.08,310,9,29.8,6.21,16,33,33
36.08,310,11,29.74,6.21,16,33,33
27.83,300,8,29.74,6.21,12,31.71111111,33
33.56,320,6,29.77,6.21,14,31.26666667,32
28.37,340,9,29.74,6.21,14,34.34444444,35
32.54,300,10,29.68,6.21,17,36.82222222,36
22.04,320,8,29.71,6.21,11,34.51111111,36
28.37,360,9,29.77,6.21,14,34.34444444,35
36.35,360,8,29.74,6.21,17,34.55555556,34
23.04,340,9,29.77,6.21,10,32.27777778,34
30.26,350,10,29.74,6.21,15,34.72777778,35
28.63,340,9,29.68,6.21,15,35.83333333,36
25.15,310,7,29.65,6.21,13,35.07777778,36
14.66,320,9,29.68,6.21,5,33.55,36
19.04,350,8,29.68,6.21,8,32.93888889,35
20.87,40,8,29.71,6.21,11,35.55555556,37
22.04,340,10,29.74,6.21,11,34.51111111,36
21.79,310,9,29.77,6.21,10,33.27222222,35
41.23,290,9,29.65,6.21,19,35.75,34
28.63,320,9,29.65,6.21,15,35.83333333,36
39,270,9,29.68,6.21,19,36.92222222,35
26.58,330,8,29.71,6.21,13,34.01111111,35
36.35,320,8,29.74,6.21,17,34.55555556,34
30.26,320,8,29.71,6.21,15,34.72777778,35
38.73,360,8,29.68,6.21,18,35.11111111,34
38.45,320,5,29.68,6.21,17,33.46111111,33
23.3,300,4,29.74,6.21,11,33.47777778,35
24.89,280,8,29.77,6.21,12,33.72777778,35
36.35,350,8,29.74,6.21,17,34.55555556,34
24.63,310,8,29.74,6.21,11,32.47222222,34
33.84,10,6,29.77,6.21,15,32.6,33
31.99,320,8,29.77,6.21,15,33.65,34
28.1,340,10,29.74,6.21,13,32.97222222,34
40.96,360,8,29.77,6.21,18,33.99444444,33
33.84,360,13,29.8,6.21,15,32.6,33
38.18,330,10,29.74,6.21,16,31.96666667,32
34.39,320,7,29.68,6.21,17,35.67777778,35
32.54,290,10,29.68,6.21,17,36.82222222,36
32.54,310,10,29.71,6.21,17,36.82222222,36
28.63,320,7,29.68,6.21,15,35.83333333,36
32.54,300,5,29.77,6.21,17,36.82222222,36
21.11,50,2,29.8,6.21,12,36.91111111,38
15.52,320,3,29.71,6.21,9,38.13888889,40
38.73,340,10,29.74,6.21,18,35.11111111,34
40.96,0,0,29.8,6.21,18,33.99444444,33
36.35,10,12,29.77,6.21,17,34.55555556,34
40.96,20,14,29.8,6.21,18,33.99444444,33
46.41,20,11,29.85,6.21,20,35.30555556,33
43.88,20,10,29.85,6.21,20,36.48333333,34
40.96,330,10,29.8,6.21,18,33.99444444,33
36.08,360,9,29.77,6.21,16,33,33
40.96,10,8,29.83,6.21,18,33.99444444,33
38.45,250,10,29.85,6.21,17,33.46111111,33
38.73,360,10,29.85,6.21,18,35.11111111,34
34.11,300,8,29.83,3.73,16,34.06666667,34
36.08,300,10,29.8,6.21,16,33,33
38.45,320,8,29.8,6.21,17,33.46111111,33
40.96,10,10,29.83,6.21,18,33.99444444,33
34.11,10,12,29.85,6.21,16,34.06666667,34
29.72,20,9,29.85,6.21,13,31.96111111,33
24.89,320,6,29.8,6.21,12,33.72777778,35
34.11,300,5,29.74,6.21,16,34.06666667,34
38.45,270,7,29.74,6.21,17,33.46111111,33
29.45,310,9,29.88,6.21,12,30.75555556,32
33.01,10,10,29.91,6.21,12,28.98888889,30
29.18,30,4,29.83,6.21,11,29.66111111,31
40.69,340,3,29.77,6.21,17,32.4,32
31.45,340,7,29.83,6.21,13,30.98888889,32
35.81,290,8,29.85,6.21,15,31.58888889,32
33.56,320,4,29.8,6.21,14,31.26666667,32
29.45,300,10,29.83,6.21,12,30.75555556,32
26.31,260,3,29.8,6.21,12,32.7,34
36.35,40,9,29.83,6.21,17,34.55555556,34
32.27,30,9,29.91,6.21,16,35.16666667,35
32.27,20,10,29.91,6.21,16,35.16666667,35
30.53,20,10,29.88,6.21,16,36.29444444,36
26.84,20,5,29.88,6.21,14,35.42777778,36
22.04,30,10,29.85,6.21,11,34.51111111,36
18.25,70,12,29.85,6.21,9,35.09444444,37
25.41,50,14,29.94,6.21,14,36.53333333,37
27.1,10,10,30,6.21,15,36.95555556,37
26.84,350,7,29.8,6.21,14,35.42777778,36
35.81,300,8,29.74,6.21,15,31.58888889,32
37.9,300,7,29.83,6.21,15,30.62222222,31
35.81,360,12,29.94,6.21,15,31.58888889,32
42.52,10,7,29.97,6.21,15,28.84444444,29
34.69,310,6,29.91,6.21,11,27.33333333,28
37.07,300,6,29.91,6.21,12,27.47777778,28
34.69,330,6,29.97,6.21,11,27.33333333,28
63.57,20,7,30.06,4.97,16,23.5,23.5
42.52,360,8,30,6.21,15,28.84444444,29
42.25,330,8,30,6.21,14,27.82222222,28
37.07,330,9,29.97,6.21,12,27.47777778,28
39.58,340,7,29.88,6.21,13,27.63888889,28
24.11,230,6,29.8,6.21,9,30.24444444,32
30.9,260,13,29.85,6.21,11,28.81666667,30
42.25,300,7,29.97,6.21,14,27.82222222,28
39.3,250,9,30,6.21,12,26.82777778,27
39.58,340,5,29.94,6.21,13,27.63888889,28
37.07,10,8,29.91,6.21,12,27.47777778,28
37.07,310,8,29.94,6.21,12,27.47777778,28
41.97,330,5,30.03,6.21,13,26.96111111,27
32.46,290,10,30.06,6.21,10,27.21666667,28
39.02,320,8,30.06,6.21,11,26,26
57.6,360,9,29.88,3.73,17,26,26
50.95,300,8,29.97,6.21,16,27.47777778,27
51.21,20,4,30.03,6.21,17,28.56111111,28
42.25,30,10,30,6.21,14,27.82222222,28
44.8,330,7,29.91,6.21,14,27.11666667,27
47.52,280,6,29.94,6.21,14,26,26
34.41,330,4,29.97,6.21,10,26.6,27
34.13,360,4,30.03,6.21,9,26,26
41.42,330,7,30.03,6.21,11,25,25
41.69,10,8,30.03,6.21,12,26,26
50.43,50,7,30.03,6.21,14,25,25
41.42,40,3,30,6.21,11,25,25
38.74,70,3,30,6.21,10,25,25
21.51,230,10,29.91,6.21,4,26.78333333,28
38.74,310,8,29.94,6.21,10,25,25
41.14,310,5,30,6.21,10,24,24
38.46,20,5,30,6.21,9,24,24
41.42,20,11,30.09,6.21,11,25,25
41.69,10,8,30.06,6.21,12,26,26
41.97,320,11,30.06,6.21,13,26.96111111,27
44.25,320,6,30.03,6.21,12,25,25
40.85,310,8,30.03,6.21,9,23,23
35.66,270,8,29.97,6.21,7,23,23
43.69,310,6,30.03,6.21,10,23,23
31.62,350,6,30.03,6.21,7,25,25
34.13,50,9,30.12,6.21,9,26,26
24.46,40,8,30.03,6.21,5,26.22222222,27
34.13,290,6,29.97,6.21,9,26,26
47.25,360,9,30,3.73,13,25,25
50.17,10,7,29.91,6.21,13,24,24
25.4,240,13,29.85,6.21,3,24,24
43.97,250,11,29.94,6.21,11,24,24
40.57,300,4,30.03,6.21,8,22,22
49.1,60,5,29.94,6.21,9,20,20
49.9,220,12,29.8,3.73,12,23,23
35.66,300,3,29.88,3.73,7,23,23
31.62,90,2,29.94,6.21,7,25,25
29.51,0,0,30,3.73,6,25,25
41.14,30,7,30.03,6.21,10,24,24
49.9,30,12,30,6.21,12,23,23
43.69,10,9,30.06,6.21,10,23,23
44.925,335,8.5,30.105,6.21,9.5,22,22
43.42,340,7,30.06,6.21,9,22,22
46.16,330,3,30.03,6.21,9,21,21
33.57,260,3,30.09,6.21,7,24,24
26.6,215,4,30.075,6.21,4.5,25,25
38.18,310,5,30.06,2.49,8,23,23
32.455,245,6.5,29.94,2.49,6.5,24,24
27.53,210,10,29.85,6.21,5,25,25
56.63,250,4,29.97,3.73,13,22,22
38.46,220,7,29.97,6.21,9,24,24
38.46,10,6,30.06,3.73,9,24,24
53.55,50,10,30.09,6.21,14,24,24
57.12,40,10,30.09,6.21,15,24,24
38.74,60,11,30.06,6.21,10,25,25
49.9,30,9,30.03,6.21,12,23,23
49.64,340,9,29.97,6.21,11,22,22
45.88,320,8,29.97,6.21,8,20,20
56.13,70,3,29.88,3.73,11,20,20
56.13,280,7,29.91,6.21,11,20,20
42.85,220,10,30,6.21,7,20,20
43.13,240,12,30.03,6.21,8,21,21
52.51,310,11,30.12,6.21,10,20,20
42.85,320,6,30.27,6.21,7,20,20
42.57,360,3,30.3,6.21,6,19,19
40,30,6,30.21,6.21,6,20,20
49.1,350,8,30.18,6.21,9,20,20
43.13,20,11,30.18,6.21,8,21,21
56.13,30,10,30.12,6.21,11,20,20
46.16,40,9,30.09,6.21,9,21,21
59.74,350,5,30.12,3.73,11,19,19
68.15,320,6,30.12,3.73,13,19,19
52.25,240,6,30.18,3.73,9,19,19
42.85,270,6,30.18,6.21,7,20,20
45.88,0,0,30.15,6.21,8,20,20
42.85,260,5,30,6.21,7,20,20
57.565,135,1.5,30.075,2.485,9.5,18,18
52.25,250,4,30.21,1.86,9,19,19
37.32,210,6,30.12,6.21,5,20,20
39.72,250,11,30.03,6.21,5,19,19
39.72,220,8,30.03,6.21,5,19,19
42.57,240,9,30,6.21,6,19,19
42.57,230,8,30.06,6.21,6,19,19
42.28,220,10,30,6.21,5,18,18
39.72,220,3,30.15,3.73,5,19,19
32.72,70,8,30.15,6.21,4,21,21
23.995,60,9,30.06,6.21,0.5,22,22
32.72,300,5,29.97,2.49,4,21,21
40,20,7,30.03,6.21,6,20,20
40.29,10,8,30.03,6.21,7,21,21
56.38,20,9,30.06,2.49,12,21,21
49.64,10,12,30.06,6.21,11,22,22
40.29,20,13,30.06,6.21,7,21,21
23.13,80,12,29.97,6.21,0,22,22
26.98,190,17,29.85,6.21,-3,16,26
15.25,190,10,29.83,6.21,-4,24,24
26.71,30,10,29.88,6.21,2,22,22
40,330,5,29.88,6.21,6,20,20
39.43,260,13,29.895,6.21,4,18,18
36.74,240,22,29.91,1.24,3,18,18
48,250,6,30.21,6.21,5,16,16
42.28,260,6,30.15,6.21,5,18,18
34.51,290,8,30.03,6.21,3,19,19
28.11,250,17,29.85,6.21,1,20,20
41.42,240,19,29.91,6.21,2,15,15
47.72,260,10,30.09,6.21,4,15,15
58.52,250,3,30.27,6.21,6,14,14
33.64,230,3,30.21,6.21,0,16,16
39.43,70,5,30.06,6.21,4,18,18
